"","variable","response","explanatory","constraint","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"1","Africa","All","Lan ctrl Geo","GeographicDist",0.126985424262563,0.00923157028751309,0.0999188312206928,-0.00597307098863751,1.24314296057385,-1.30536969411456,23,57
"2","Africa","Articulation","Lan ctrl Geo","GeographicDist",0.383522244171218,0.329671196642818,0.108010019383945,0.0030700216644089,2.54974241205134,1.91791294895725,98,99
"3","Africa","Dynamics","Lan ctrl Geo","GeographicDist",0.226223027997929,0.127590401389355,0.0979703835513654,-0.00815074779553282,1.57645287555967,0.653732167866413,50,89
"4","Africa","Ornamentation","Lan ctrl Geo","GeographicDist",0.354324360281079,0.277654719996268,0.100981052540711,-0.00478588245449922,4.80753844725414,3.29415549533216,96,99
"5","Africa","Rhythm","Lan ctrl Geo","GeographicDist",0.087813481730833,0,0.10215947088289,-0.00346882666029912,-0.583837478880557,-4.82374413144937,5,42
"6","Africa","Tension","Lan ctrl Geo","GeographicDist",0.219828707207192,0.130088010816019,0.107275276544863,0.00224883849131709,1.93737798684351,0.721044690457883,55,86
"7","Africa","All","Gen ctrl Geo","GeographicDist",0.0755058796305875,0,0.162062607100947,0.00494934593237463,-1.92250489165451,-0.615925784113075,0,32
"8","Africa","Articulation","Gen ctrl Geo","GeographicDist",0.229748478723549,0.172280255882998,0.15907232727175,0.00139838863520302,0.655593640030295,0.132198733013571,34,85
"9","Africa","Dynamics","Gen ctrl Geo","GeographicDist",0.100754906679415,0.0159796856823846,0.154207644528744,-0.00437842212211629,0.036780022687744,-1.48039320748312,0,43
"10","Africa","Ornamentation","Gen ctrl Geo","GeographicDist",0.100851904372,0.00130144485374462,0.141659940592629,-0.0192788205462531,0.784517311675991,-1.20309762282218,0,58
"11","Africa","Rhythm","Gen ctrl Geo","GeographicDist",0.104134314212038,0,0.152605416150622,-0.00628106832113663,-1.20586558892076,-1.52195638322175,0,45
"12","Africa","Tension","Gen ctrl Geo","GeographicDist",0.0888037341267706,0.00779525053780328,0.164143680949681,0.00742062112774644,-1.816446819596,-2.08057995802958,0,40
"13","Africa","All","Geo ctrl Lan","LanguageDist",0.188221944622364,0.129522460651516,0.122163360017927,0.018888461196507,0.616548879209752,0.169423996194526,34,76
"14","Africa","Articulation","Geo ctrl Lan","LanguageDist",0.272656606545079,0.253675041258729,0.105658996012972,0.000442407308615481,1.15138856510572,1.87394357149382,91,96
"15","Africa","Dynamics","Geo ctrl Lan","LanguageDist",0.190507995974939,0.13751154903934,0.106253161189861,0.0011064742710216,1.70818111384021,0.185862484600917,44,85
"16","Africa","Ornamentation","Geo ctrl Lan","LanguageDist",0.0999204931651994,0.0348208937418436,0.101818791267557,-0.00384958623037704,1.15400575942217,-0.00383158420640547,12,64
"17","Africa","Rhythm","Geo ctrl Lan","LanguageDist",0.0251719783636701,0,0.099133124384429,-0.00685121392328527,-0.691957854670813,-3.09632847609293,0,24
"18","Africa","Tension","Geo ctrl Lan","LanguageDist",0.16146975652077,0.109859950324067,0.0979059912400791,-0.00822271567285279,0.92651355327345,1.60951669996808,42,89
"19","Africa","All","Gen ctrl Lan","LanguageDist",0.16870471661344,0.103034794067977,0.152343480950641,-0.00659211637111417,-0.268020683644984,0.411050172337027,13,70
"20","Africa","Articulation","Gen ctrl Lan","LanguageDist",0.167825904517687,0.111404802792984,0.161725518708545,0.0045490534663974,0.698825245572782,-1.59418540365901,8,70
"21","Africa","Dynamics","Gen ctrl Lan","LanguageDist",0.128594801619227,0.0534864995565876,0.171047991914362,0.0156194903983048,0.46120298081829,-1.1460897006081,2,56
"22","Africa","Ornamentation","Gen ctrl Lan","LanguageDist",0.104241870835656,0.0406856205803199,0.148629196512408,-0.0110028291415158,-2.8997028867043,-0.7387327520884,0,64
"23","Africa","Rhythm","Gen ctrl Lan","LanguageDist",0.201805485342602,0.122475042085165,0.155624428442511,-0.00269599122451763,1.08349712492383,0.0112371275989974,25,81
"24","Africa","Tension","Gen ctrl Lan","LanguageDist",0.210435976218479,0.176314105628101,0.101475874768701,-0.00423284584674621,0.461275891653409,0.64698594218819,70,96
"25","Africa","All","Geo ctrl Gen","GeneticDist",0.104729948886094,0.0268149280506371,0.115253897732716,0.0111661209953886,-0.0833909037442007,-1.39099616157498,3,42
"26","Africa","Articulation","Geo ctrl Gen","GeneticDist",0.0147101189801698,0,0.110678289878197,0.00605220633445561,-0.558355928626414,-1.74410522221694,0,15
"27","Africa","Dynamics","Geo ctrl Gen","GeneticDist",0.0921652861085972,0.0063795215150001,0.11447696906698,0.010297788957213,0.228797397716251,-0.474663310048349,0,41
"28","Africa","Ornamentation","Geo ctrl Gen","GeneticDist",0.113959190288919,0.0159507644079488,0.104883252887091,-0.000424599714427678,-0.549548706787278,-1.44321081866787,10,46
"29","Africa","Rhythm","Geo ctrl Gen","GeneticDist",0.0624992870814032,0,0.155497340190493,-0.00284690852379013,-0.793549603996488,-1.51400591817482,0,33
"30","Africa","Tension","Geo ctrl Gen","GeneticDist",0.0844134235242325,0.00288843280555462,0.151194856952621,-0.00795610736876302,-1.8235016190992,-2.26383308190588,0,39
"31","Africa","All","Lan ctrl Gen","GeneticDist",0.136692265509146,0.015406098754246,0.155668983344566,-0.00264308227832794,-0.128808447194305,-1.06691088731123,3,54
"32","Africa","Articulation","Lan ctrl Gen","GeneticDist",0.0636531824004479,0,0.154833116968502,-0.003635673599904,-1.30039784731126,-4.17813670925202,0,29
"33","Africa","Dynamics","Lan ctrl Gen","GeneticDist",0.155720213071399,0.0339651877392187,0.162955035811943,0.00600910502668191,0.443112983748898,-1.17742503203557,5,64
"34","Africa","Ornamentation","Lan ctrl Gen","GeneticDist",0.371753023868454,0.298168766388949,0.163747278568578,0.00694989330018578,3.64819339439923,1.96445188500988,86,99
"35","Africa","Rhythm","Lan ctrl Gen","GeneticDist",0.222811961579131,0.0836101145754881,0.154258592231741,-0.00431792172480748,0.639118754930434,-1.29228605793554,25,74
"36","Africa","Tension","Lan ctrl Gen","GeneticDist",0.264404616302364,0.191635348387805,0.150100159965615,-0.00925606004083189,1.17482489132378,1.05156952704016,54,92
"37","Europe","All","Lan ctrl Geo","GeographicDist",0.0575097081339023,0,0.0736650084172649,-0.00352957421462968,0.650244366255986,-1.12088030447824,3,45
"38","Europe","Articulation","Lan ctrl Geo","GeographicDist",0.0327303134820405,0,0.0695522315417272,-0.00798508249646225,-0.896671702102812,-3.28914032018116,0,34
"39","Europe","Dynamics","Lan ctrl Geo","GeographicDist",0.0121289616003794,0,0.084567921346563,0.00828191479210997,-1.6208158513529,-2.43790017789447,0,11
"40","Europe","Ornamentation","Lan ctrl Geo","GeographicDist",0.0622052795928941,0,0.0670071619185745,-0.0107422412548777,-0.225585749685673,-1.78103635071887,3,41
"41","Europe","Rhythm","Lan ctrl Geo","GeographicDist",0.020253032831209,0,0.0731379440187768,-0.00410056064632512,-0.393685563588949,-3.01442943477848,0,20
"42","Europe","Tension","Lan ctrl Geo","GeographicDist",0.043200621521147,0,0.0774758915791628,0.000598882544093038,-1.87056065854863,-3.6101003383439,0,26
"43","Europe","All","Gen ctrl Geo","GeographicDist",0.0691039960033131,0.00901960614179764,0.0774241711079291,0.000542852033589835,0.94103700744111,-1.00497679820093,7,44
"44","Europe","Articulation","Gen ctrl Geo","GeographicDist",0.0684198405036499,0,0.0698853812538129,-0.00762417030836941,-0.966087713413911,-1.86801979092052,6,43
"45","Europe","Dynamics","Gen ctrl Geo","GeographicDist",0.0933537372588114,0.0317987447159621,0.0757275660990846,-0.00129513672599171,0.592658316724689,-0.372017776391176,14,62
"46","Europe","Ornamentation","Gen ctrl Geo","GeographicDist",0.139465921564129,0.0810675481985812,0.0702443406208396,-0.00723529766075707,2.5656866624935,0.49108876000617,42,88
"47","Europe","Rhythm","Gen ctrl Geo","GeographicDist",0.0158027811416299,0,0.0834438354222949,0.00706415504081951,-0.630285324113735,-1.58166409635616,0,8
"48","Europe","Tension","Gen ctrl Geo","GeographicDist",0.0524711167567781,0,0.0860985332491845,0.00994007768661651,0.173295030199773,-1.82875155219126,0,24
"49","Europe","All","Geo ctrl Lan","LanguageDist",0.238495206278296,0.191384888922254,0.0766246019442277,-0.000323347893753279,5.39819227230568,3.74679972087755,98,100
"50","Europe","Articulation","Geo ctrl Lan","LanguageDist",0.0730553438658858,0,0.0867463035788557,0.0106418288770937,-0.254745629399944,-1.94690240729325,0,34
"51","Europe","Dynamics","Geo ctrl Lan","LanguageDist",0.162719956698888,0.0989460727187752,0.0722031550876294,-0.0051132486550682,2.63623084168721,-0.314264190118826,65,92
"52","Europe","Ornamentation","Geo ctrl Lan","LanguageDist",0.135703431160475,0.069382514309577,0.0728094283843234,-0.00445645258364962,2.20481979352582,-0.0178159973805456,35,90
"53","Europe","Rhythm","Geo ctrl Lan","LanguageDist",0.0549330350832739,0,0.0851346590413077,0.00889588062808336,-0.016855046312645,-2.03249194682569,0,28
"54","Europe","Tension","Geo ctrl Lan","LanguageDist",0.125964788466507,0.0543466485076818,0.0764205538258509,-0.00054440002199481,1.18945137180536,-0.518368540398134,35,77
"55","Europe","All","Gen ctrl Lan","LanguageDist",0.163713487568496,0.1030064940834,0.107006208318895,-0.00947124276994457,1.40377798461387,-0.340563872785727,39,93
"56","Europe","Articulation","Gen ctrl Lan","LanguageDist",0.122272121991936,0.0494679770738211,0.114097069044301,-0.00145548716731136,0.708171576096258,-0.877992662338186,5,60
"57","Europe","Dynamics","Gen ctrl Lan","LanguageDist",0.115550917793651,0.0432008449216771,0.1130400811772,-0.00265034301707781,-1.2919485466002,-0.741586754287828,9,59
"58","Europe","Ornamentation","Gen ctrl Lan","LanguageDist",0.173950825440863,0.114583980277308,0.115756905428737,0.000420849615094392,2.14490343714041,-0.181718897477363,32,87
"59","Europe","Rhythm","Gen ctrl Lan","LanguageDist",0.0452367077773626,0,0.120579371568132,0.00587233307701933,-3.00459847172851,-1.96756310804707,0,24
"60","Europe","Tension","Gen ctrl Lan","LanguageDist",0.0953510754889281,0.0181668058978162,0.12520255437274,0.0110985397257063,-1.34561410503865,-1.98113385058711,2,42
"61","Europe","All","Geo ctrl Gen","GeneticDist",0.145829764960563,0.0921391891788188,0.115909873531547,0.000593770079140092,1.10821376061311,-2.52329284330058,22,86
"62","Europe","Articulation","Geo ctrl Gen","GeneticDist",0.0110752085708132,0,0.10714692978028,-0.00931216633533604,-1.16181770175387,-2.03817137562371,0,15
"63","Europe","Dynamics","Geo ctrl Gen","GeneticDist",0.134150835758507,0.0759956014239662,0.108219509669016,-0.00809968472198227,-0.925024359696678,-2.19791643643661,18,82
"64","Europe","Ornamentation","Geo ctrl Gen","GeneticDist",0.0843908151017122,0.0214028495309631,0.112189640673667,-0.00361171054281146,-0.283155622265637,-1.74034390555376,0,55
"65","Europe","Rhythm","Geo ctrl Gen","GeneticDist",0.0261586232790695,0,0.109596130844941,-0.00654350426224048,-1.1061582394996,-3.43061485400015,0,24
"66","Europe","Tension","Geo ctrl Gen","GeneticDist",0.0616857079302751,0,0.108820606496192,-0.00742018396082658,-0.0487832830610582,-2.92649019684348,0,40
"67","Europe","All","Lan ctrl Gen","GeneticDist",0.0594537583813524,0,0.124588997033383,0.0104049531681718,-0.221509329727582,-2.0266584095258,0,26
"68","Europe","Articulation","Lan ctrl Gen","GeneticDist",0.0246024596752546,0,0.118028469648722,0.00298870482029451,-3.93533146355021,-4.12423511301911,0,18
"69","Europe","Dynamics","Lan ctrl Gen","GeneticDist",0.00575702119483864,0,0.121932352094611,0.00740178932434316,-3.94918267338274,-3.51833008704494,0,8
"70","Europe","Ornamentation","Lan ctrl Gen","GeneticDist",0.0453775674108654,0,0.110276147660266,-0.00577478960143825,-0.908024843667276,-3.21801791457536,0,34
"71","Europe","Rhythm","Lan ctrl Gen","GeneticDist",0.0209125476627373,0,0.120732070975936,0.00604494979888423,-0.777114755876078,-2.43676288110652,0,11
"72","Europe","Tension","Lan ctrl Gen","GeneticDist",0.0218014997170656,0,0.115064222285587,-0.000362183503249403,-0.269463163970662,-2.85683275955049,0,17
"73","Southeast Asia","All","Lan ctrl Geo","GeographicDist",0.121076037905752,0.0240868522066708,0.182618729276285,0.00097844689323742,0.723037837856645,-1.17066757520618,0,38
"74","Southeast Asia","Articulation","Lan ctrl Geo","GeographicDist",0.375646824512428,0.318511714203652,0.185416552112288,0.00439800813724057,2.37575537998809,0.713068951917032,75,95
"75","Southeast Asia","Dynamics","Lan ctrl Geo","GeographicDist",0.191337810399971,0,0.194469673932822,0.0154629348067823,1.02858684739907,-1.54097651645686,10,43
"76","Southeast Asia","Ornamentation","Lan ctrl Geo","GeographicDist",0.259313698882455,0.146711606638914,0.18758524635275,0.0070486344311389,1.81315105901251,-0.397740394040829,14,71
"77","Southeast Asia","Rhythm","Lan ctrl Geo","GeographicDist",0.363306513850357,0.0857695515781689,0.173878305078744,-0.00970429379264568,2.31183435067439,-0.496378807967032,42,65
"78","Southeast Asia","Tension","Lan ctrl Geo","GeographicDist",0.223150965928383,0.0754337996868069,0.166156138559048,-0.0191424973167188,0.343891288007159,0.160114625750142,21,72
"79","Southeast Asia","All","Gen ctrl Geo","GeographicDist",0.0230737411840693,0,0.237231395688396,-0.0488068309284552,-2.63611397094548,-1.65309026429493,0,22
"80","Southeast Asia","Articulation","Gen ctrl Geo","GeographicDist",0.138784905926981,0,0.272736301814554,1.24149950115082e-05,-0.0612554855555724,-2.43785741491188,0,28
"81","Southeast Asia","Dynamics","Gen ctrl Geo","GeographicDist",0.225743180736376,0.0302121651727558,0.297184136069808,0.0336281870959866,-1.72726758766888,-1.31701706318484,2,44
"82","Southeast Asia","Ornamentation","Gen ctrl Geo","GeographicDist",0.0576334211301737,0,0.274439494849815,0.00235430541849626,-2.13915475439442,-2.86459212928038,0,17
"83","Southeast Asia","Rhythm","Gen ctrl Geo","GeographicDist",0.124380206250033,0,0.299581905232406,0.0369251196945586,-1.11035857011514,-2.48832481983862,0,20
"84","Southeast Asia","Tension","Gen ctrl Geo","GeographicDist",0.232482468207828,0.0925415538657881,0.263676011120558,-0.012445484709233,-1.55307425117625,-0.366474991504891,5,60
"85","Southeast Asia","All","Geo ctrl Lan","LanguageDist",0.349344372896037,0.387427283806781,0.286329727236072,0.0187033749495994,0.0950811783640484,1.43127643802181,29,90
"86","Southeast Asia","Articulation","Geo ctrl Lan","LanguageDist",0.289827351067057,0.293053470900217,0.279348879145907,0.00910470882562192,-1.41299158391392,-0.69518362857137,19,72
"87","Southeast Asia","Dynamics","Geo ctrl Lan","LanguageDist",0.390685262186595,0.337150982306939,0.275192832534195,0.00339014473451766,1.09590761337718,1.26476659999136,42,94
"88","Southeast Asia","Ornamentation","Geo ctrl Lan","LanguageDist",0.425874624464956,0.457907089642917,0.264623583342538,-0.0111425729040097,1.46222270072801,1.30649287449337,62,95
"89","Southeast Asia","Rhythm","Geo ctrl Lan","LanguageDist",0.0891146507920784,0,0.292500328510492,0.0271879517019263,-2.90855512148278,-0.738277530787159,0,21
"90","Southeast Asia","Tension","Geo ctrl Lan","LanguageDist",0.474834421541874,0.504917627284163,0.267931144169344,-0.00659467676715208,0.998943464895427,3.11719016576993,90,100
"91","Southeast Asia","All","Gen ctrl Lan","LanguageDist",0.108932684532061,0,0.195006726085328,0.0161193318820672,-2.37412012405295,-4.28012239543591,0,30
"92","Southeast Asia","Articulation","Gen ctrl Lan","LanguageDist",0.121307721495718,0,0.173156718525978,-0.0105862329126929,-1.07753942710162,-2.74626963486472,0,34
"93","Southeast Asia","Dynamics","Gen ctrl Lan","LanguageDist",0.436053372026029,0.276927821393989,0.193332830095723,0.0140734590058838,1.90794052955713,-1.47521481165705,59,82
"94","Southeast Asia","Ornamentation","Gen ctrl Lan","LanguageDist",0.278678331136021,0.031938829122141,0.164637131567868,-0.0209990614170505,1.65106350925067,-1.25068674418328,30,54
"95","Southeast Asia","Rhythm","Gen ctrl Lan","LanguageDist",0.0741668755459704,0,0.170450181841568,-0.0138942221936394,-0.0394013587998792,-5.8987542843956,0,24
"96","Southeast Asia","Tension","Gen ctrl Lan","LanguageDist",0.310777666734836,0.0256090048399507,0.28322754149341,0.0144378695534386,0.902858805183417,-0.767111859756015,9,46
"97","Southeast Asia","All","Geo ctrl Gen","GeneticDist",0.279602017067651,0.24661382521198,0.277023213893184,0.00590691910312787,-0.983916598961984,-0.528564132340213,10,78
"98","Southeast Asia","Articulation","Geo ctrl Gen","GeneticDist",0.276865536841415,0.166669263654962,0.296455545211465,0.0326263746657645,0.773682225021039,-0.496463182018113,6,57
"99","Southeast Asia","Dynamics","Geo ctrl Gen","GeneticDist",0.161242756451047,0.0374366649914115,0.246557193964947,-0.0359838582981976,-0.0595908451349386,-0.217974930890122,0,50
"100","Southeast Asia","Ornamentation","Geo ctrl Gen","GeneticDist",0.234226557151296,0.101954203116838,0.243246609625927,-0.0405359117643505,-2.07015540940603,-0.957990234672264,7,71
"101","Southeast Asia","Rhythm","Geo ctrl Gen","GeneticDist",0.0498003416919146,0,0.257032721382277,-0.0215800080993693,-1.27449010826016,-1.89278786140827,0,20
"102","Southeast Asia","Tension","Geo ctrl Gen","GeneticDist",0.373368409654394,0.369678799483624,0.254755978188284,-0.02471052999111,0.432428253003464,-0.596494178903501,48,96
"103","Southeast Asia","All","Lan ctrl Gen","GeneticDist",0.137192625425357,0,0.294444305799648,0.0298609204745164,-2.84089411878646,-3.12692620939399,0,23
"104","Southeast Asia","Articulation","Lan ctrl Gen","GeneticDist",0.345207825855523,0.145805619884412,0.295338996487363,0.0310911201701247,0.319364968078406,-0.923433675470327,11,60
"105","Southeast Asia","Dynamics","Lan ctrl Gen","GeneticDist",0.172205495954076,0,0.255227019925739,-0.0240628476021084,-1.51024612620584,-1.99395430867497,0,38
"106","Southeast Asia","Ornamentation","Lan ctrl Gen","GeneticDist",0.288710541574641,0.0457331184752433,0.170958438803805,-0.0132730192397939,2.11237626343183,-1.56506683153515,32,57
"107","Southeast Asia","Rhythm","Lan ctrl Gen","GeneticDist",0.273778874046131,0,0.192771445042037,0.013387321718045,0.922136824183167,-2.7978273430271,24,44
"108","Southeast Asia","Tension","Lan ctrl Gen","GeneticDist",0.199980152567912,0,0.175294846887704,-0.00797296491502886,0.920524894478681,-1.32385459503098,12,42
"109","All","All","Lan ctrl Geo","GeographicDist",0.0917958067492447,0.0833991510807073,0.0254828332053301,0.000495213543928271,2.48749597171974,1.88936286055382,99,99
"110","All","Articulation","Lan ctrl Geo","GeographicDist",0.0990741812295211,0.0907578634046566,0.0243463342886251,-0.00067042637064095,5.26684095559302,4.87098236927464,99,100
"111","All","Dynamics","Lan ctrl Geo","GeographicDist",0.0221416240148793,0.00612316250682265,0.0259488713776067,0.000973201412929929,-0.218053230434955,-0.17721283317109,3,56
"112","All","Ornamentation","Lan ctrl Geo","GeographicDist",0.0405577098841478,0.0282512279736705,0.0237466322887983,-0.00128550534482222,0.992001965386989,0.509216737077315,46,90
"113","All","Rhythm","Lan ctrl Geo","GeographicDist",0.0532592219937057,0.0409119171043502,0.0231621776157737,-0.00188494603510391,2.5951135808266,1.73894235529519,78,97
"114","All","Tension","Lan ctrl Geo","GeographicDist",0.0474970313719496,0.0336908410473372,0.0264606041526702,0.00149805554120024,2.366903671951,0.826465758093928,51,91
"115","All","All","Gen ctrl Geo","GeographicDist",0.104167412495859,0.0909052442636933,0.0193328983385301,0.0027114220391832,6.02534964246268,5.91418460616658,100,100
"116","All","Articulation","Gen ctrl Geo","GeographicDist",0.110609438746447,0.0973290479435357,0.0155482264383034,-0.00113739684240331,6.6513175538593,6.44968372569216,100,100
"117","All","Dynamics","Gen ctrl Geo","GeographicDist",0.0474506210841051,0.024252874910888,0.0169201308765133,0.000257760213403312,4.36185956226812,2.06495389975559,73,96
"118","All","Ornamentation","Gen ctrl Geo","GeographicDist",0.0553955118909902,0.0370211445020212,0.0149830106974921,-0.00171219251102498,3.51655216803908,1.03725550548749,89,99
"119","All","Rhythm","Gen ctrl Geo","GeographicDist",0.078650867443352,0.0606030687266284,0.0157444748353498,-0.000937822201339169,7.00386649840512,5.49344229273211,100,100
"120","All","Tension","Gen ctrl Geo","GeographicDist",0.108153733312316,0.0898302844841465,0.016705842983319,3.98403220193444e-05,6.9037632023802,4.63204645660107,99,99
"121","All","All","Geo ctrl Lan","LanguageDist",0.209565578545134,0.197128603603527,0.0276543429498767,0.00272240302551457,10.9495747865525,9.45521963614478,100,100
"122","All","Articulation","Geo ctrl Lan","LanguageDist",0.18777539524678,0.174811015557772,0.0233949933991315,-0.00164616061627543,13.3692305360149,10.1506718825414,100,100
"123","All","Dynamics","Geo ctrl Lan","LanguageDist",0.0456828312665552,0.0217886648242011,0.0270860027551806,0.00213949000531346,2.1112996950069,0.428173268926211,41,85
"124","All","Ornamentation","Geo ctrl Lan","LanguageDist",0.193483249483717,0.176912649731175,0.026178853441671,0.00120908045299591,9.22542411511248,9.92285893691223,100,100
"125","All","Rhythm","Geo ctrl Lan","LanguageDist",0.0955440400707194,0.0767683584867183,0.0227853712780466,-0.00227141407379833,7.2457415262595,6.13718100892958,100,100
"126","All","Tension","Geo ctrl Lan","LanguageDist",0.104601605980999,0.0840294040218355,0.0267153291198154,0.00175931191775934,3.192279412147,4.96888953991551,99,100
"127","All","All","Gen ctrl Lan","LanguageDist",0.0991071414280567,0.0818676257422288,0.015834979346491,-0.000845783715432856,7.23976283520683,4.3300754769984,100,100
"128","All","Articulation","Gen ctrl Lan","LanguageDist",0.0336249742959043,0.0139584023916406,0.0167844488510942,0.000119778492638163,2.29094073978829,-0.494946402041886,45,89
"129","All","Dynamics","Gen ctrl Lan","LanguageDist",0.0376399721905731,0.0133961162231763,0.0168580315824225,0.000194608388904245,0.395510041868344,-0.554702720928143,43,82
"130","All","Ornamentation","Gen ctrl Lan","LanguageDist",0.0608938268945593,0.0385584696381408,0.017848551090193,0.00120191636290811,4.20154697424639,2.84980243961497,90,98
"131","All","Rhythm","Gen ctrl Lan","LanguageDist",0.0957528255045134,0.0769862215480686,0.0168901523004756,0.00022727352590743,7.08380499086691,5.58216079210168,99,100
"132","All","Tension","Gen ctrl Lan","LanguageDist",0.095455309681628,0.0744854426659706,0.0164956567699143,-0.000173908369578674,8.63349078478862,5.37494298244625,100,100
"133","All","All","Geo ctrl Gen","GeneticDist",0.149825764395901,0.137734323135532,0.0146265786347051,-0.00207466579521519,14.9691619528478,12.9320969728223,100,100
"134","All","Articulation","Geo ctrl Gen","GeneticDist",0.250382108398676,0.240685632202233,0.017825199376367,0.00117816885732238,16.5120121501878,13.8265697278281,100,100
"135","All","Dynamics","Geo ctrl Gen","GeneticDist",0.0410171786192027,0.0176544723827831,0.0193821309395743,0.00276148909109247,1.69994569837947,-1.94156709949674,43,84
"136","All","Ornamentation","Geo ctrl Gen","GeneticDist",0.228435022129979,0.214497565259959,0.0173358220380148,0.000680496987811631,17.5974637128238,16.0765051013935,100,100
"137","All","Rhythm","Geo ctrl Gen","GeneticDist",0.0433390650161036,0.024385835467912,0.0252400855715911,0.000246241611888289,-1.13355749738601,0.0713766138420017,38,82
"138","All","Tension","Geo ctrl Gen","GeneticDist",0.118991362987926,0.100945802100157,0.0218874246985185,-0.00319238492459639,6.5238066151272,6.38312527991634,100,100
"139","All","All","Lan ctrl Gen","GeneticDist",0.0269957215322096,0.0149672520912475,0.0271871018630806,0.00224318139803134,0.688218924071697,-0.922016136701165,10,59
"140","All","Articulation","Lan ctrl Gen","GeneticDist",0.0846964299308743,0.0732618344972218,0.0262852897076456,0.0013182458539955,4.74061043064706,3.47934602531148,98,100
"141","All","Dynamics","Lan ctrl Gen","GeneticDist",0.00766532247399479,0,0.0262903404460736,0.00132342609853705,-2.57658140922101,-1.60128763567203,0,19
"142","All","Ornamentation","Lan ctrl Gen","GeneticDist",0.081007797533979,0.0673734686385739,0.0137150059002963,-0.00300168891495292,6.90643668025445,5.83328935184127,100,100
"143","All","Rhythm","Lan ctrl Gen","GeneticDist",0.0181562050002511,0.00491254690698395,0.016875933071539,0.000212813293090456,0.490721263987966,-0.019423597171735,6,49
"144","All","Tension","Lan ctrl Gen","GeneticDist",0.0491883647481893,0.0352623973074828,0.0182556745584397,0.0016159402289217,2.52144229580842,0.0683212121715914,81,98
